canal_ingreso,tipo_tarjeta,pais_transaccion,categoria_comercio,edad_cliente,antiguedad_meses,saldo_promedio_usd,monto_usd,hora_transaccion,num_transacciones_24h,num_transacciones_7d,distancia_comercio_km,score_velocidad,ratio_monto_promedio,es_fraude,mes_transaccion,anio_transaccion
Cajero_ATM,Credito_gold,Ecuador,Gasolinera,43,93,595.65,152.47,0,10,11,2.1,56.7,3.833,0,8,2024
App_movil,Debito,USA,Supermercado,35,150,723.5,241.68,21,13,35,4.0,54.3,5.234,1,3,2024
Banca_en_linea,Credito_platinum,Colombia,Gasolinera,45,155,5105.21,54.4,9,10,4,5.0,58.5,0.205,0,7,2024
Cajero_ATM,Credito_clasica,Colombia,Supermercado,72,138,940.14,127.06,1,6,29,8.8,14.7,,0,3,2024
Sucursal,Debito,Ecuador,Transferencia,68,125,1395.88,190.02,20,1,10,25.2,69.9,2.381,0,6,2024
Banca_en_linea,Credito_clasica,Ecuador,Ropa,26,61,5325.13,26.66,23,11,29,5.0,14.5,0.097,0,6,2024
App_movil,Credito_platinum,USA,Otro,49,51,2920.28,257.36,14,3,38,,1.5,,0,3,2024
Banca_en_linea,Debito,Panama,Transferencia,70,10,1245.28,144.75,2,13,1,4.3,62.5,2.003,0,7,2024
Sucursal,Credito_clasica,Peru,Electronica,73,134,3077.66,452.98,22,1,40,2.1,11.7,2.764,0,3,2024
Cajero_ATM,Credito_gold,Mexico,Electronica,23,62,249.7,67.22,8,12,8,10.5,77.0,2.99,0,8,2024
Banca_en_linea,Credito_gold,Panama,Restaurante,31,113,3526.13,22.17,16,10,38,,86.6,0.119,0,10,2024
POS,Credito_clasica,Colombia,Electronica,45,133,1868.78,110.94,20,12,17,3.5,94.5,1.073,0,4,2024
Sucursal,Debito,Peru,Transferencia,41,122,4394.05,18.46,12,9,19,7.9,66.4,0.08,0,1,2024
Banca_en_linea,Debito,Mexico,Supermercado,30,123,7932.68,528.63,2,13,33,3.2,48.2,,1,4,2024
Banca_en_linea,Credito_clasica,Colombia,Transferencia,60,63,6702.09,10.92,3,9,15,,,0.032,0,7,2024
Sucursal,Credito_clasica,Panama,Gasolinera,29,111,6199.53,215.06,3,5,45,1.2,49.1,0.672,0,11,2024
App_movil,Credito_platinum,Peru,Transferencia,68,89,1994.47,116.7,10,4,31,28.6,19.0,1.064,0,4,2024
Sucursal,Debito,Colombia,Otro,36,51,1316.27,73.98,6,12,21,3.4,34.8,0.976,1,6,2024
Sucursal,Credito_gold,Ecuador,Ropa,38,178,1763.89,15.22,10,9,3,25.6,71.8,0.155,0,9,2024
Cajero_ATM,Debito,Ecuador,Ropa,44,132,3127.12,151.0,23,9,2,3.9,21.7,0.908,0,1,2024
Cajero_ATM,Debito,Chile,Electronica,36,104,5585.36,137.0,10,3,35,15.2,26.4,0.474,0,5,2024
App_movil,Credito_clasica,Peru,Transferencia,41,123,779.79,54.46,9,5,41,2.8,74.9,,1,11,2024
Cajero_ATM,Credito_clasica,Colombia,Otro,43,48,6458.49,366.56,4,3,16,11.1,17.8,1.101,1,7,2024
Banca_en_linea,Credito_gold,Chile,Entretenimiento,62,32,4420.94,59.38,12,10,45,3.9,24.6,0.257,0,1,2024
POS,Credito_platinum,Colombia,Ropa,45,120,9841.0,94.6,11,2,21,7.1,1.8,0.188,0,4,2024
App_movil,Credito_clasica,Ecuador,Ropa,63,179,5505.91,122.71,9,1,12,11.2,72.0,0.43,0,6,2024
Sucursal,Credito_platinum,USA,Transferencia,73,99,1021.04,20.84,6,12,28,8.9,61.8,0.341,0,2,2024
App_movil,Credito_gold,Peru,Farmacia,35,74,480.0,408.59,18,10,12,8.6,69.4,12.017,0,10,2024
App_movil,Credito_clasica,Ecuador,Entretenimiento,61,34,497.64,75.39,18,2,33,0.7,21.4,2.161,0,5,2024
Cajero_ATM,Credito_gold,Ecuador,Electronica,53,164,1060.54,17.63,18,8,20,2.9,68.7,0.28,0,11,2024
Banca_en_linea,Credito_clasica,Ecuador,Supermercado,59,70,2580.98,78.48,11,11,40,8.5,59.6,0.564,0,10,2024
Banca_en_linea,Debito,Ecuador,Gasolinera,46,171,4278.19,142.52,19,8,49,,36.6,0.637,0,1,2024
Banca_en_linea,Credito_gold,Ecuador,Electronica,34,110,5937.79,113.12,21,3,21,2.9,43.8,0.369,0,6,2024
Sucursal,Debito,Ecuador,Supermercado,21,16,2643.78,182.89,14,7,39,2.6,56.8,1.286,0,6,2024
Banca_en_linea,Credito_clasica,Ecuador,Supermercado,61,59,214.12,13.56,4,7,41,2.9,49.3,,0,4,2024
Banca_en_linea,Credito_gold,Ecuador,Farmacia,62,19,715.46,55.22,23,2,49,7.7,64.2,1.206,0,8,2024
Banca_en_linea,Debito,Ecuador,Supermercado,46,95,462.64,261.58,13,9,42,8.7,18.1,7.895,0,4,2024
Cajero_ATM,Debito,Colombia,Restaurante,21,113,1328.74,17.49,11,3,36,24.0,54.1,0.229,0,8,2024
Banca_en_linea,Credito_platinum,Panama,Viaje,27,41,1939.63,295.16,20,2,22,4.9,45.0,2.759,1,8,2024
Cajero_ATM,Credito_clasica,Peru,Otro,42,81,310.92,19.46,10,12,26,26.1,46.1,0.762,0,5,2024
Cajero_ATM,Debito,Ecuador,Viaje,48,175,1271.11,274.78,4,3,7,10.6,46.9,3.736,0,4,2024
Cajero_ATM,Credito_gold,Ecuador,Otro,20,103,693.63,72.13,15,2,7,24.4,88.1,1.614,0,12,2024
Banca_en_linea,Credito_clasica,Ecuador,Viaje,64,54,2803.72,147.09,17,8,8,17.9,81.9,0.979,0,2,2024
Sucursal,Credito_clasica,Ecuador,Restaurante,19,95,1760.32,29.89,11,5,26,11.6,63.0,0.305,0,11,2024
Banca_en_linea,Credito_platinum,Ecuador,Ropa,74,147,1909.57,15.27,4,3,24,4.4,71.6,0.145,0,3,2024
Banca_en_linea,Credito_gold,Ecuador,Viaje,42,62,1595.19,41.49,15,5,24,2.8,4.3,0.462,0,3,2024
App_movil,Credito_clasica,Ecuador,Gasolinera,66,99,8010.03,25.52,11,11,40,2.5,74.4,0.062,0,4,2024
Cajero_ATM,Credito_gold,Panama,Supermercado,23,93,804.34,61.18,22,11,48,30.4,48.6,1.218,0,4,2024
Sucursal,Credito_gold,Ecuador,Viaje,43,65,2017.61,113.35,1,8,12,31.8,,,0,10,2024
App_movil,Debito,Ecuador,Supermercado,25,68,3529.68,138.29,5,7,47,12.9,14.0,0.742,0,11,2024
Banca_en_linea,Debito,Panama,Ropa,52,28,2234.59,239.0,22,6,8,21.5,7.5,1.963,0,11,2024
App_movil,Debito,Ecuador,Supermercado,44,18,6813.42,165.17,20,14,9,25.1,4.5,0.471,1,5,2024
Cajero_ATM,Credito_gold,Ecuador,Farmacia,42,26,1386.91,145.76,3,13,3,7.2,16.2,1.837,0,4,2024
App_movil,Credito_clasica,Colombia,Electronica,35,104,1757.54,84.6,12,1,21,9.9,3.0,0.864,0,11,2024
Banca_en_linea,Credito_clasica,Colombia,Supermercado,71,147,431.72,101.31,9,10,31,5.4,73.3,3.207,0,10,2024
Sucursal,Credito_platinum,Peru,Gasolinera,18,55,2547.61,85.3,16,1,48,,24.9,0.621,0,8,2024
Cajero_ATM,Credito_gold,Ecuador,Ropa,65,119,1049.94,281.93,13,1,47,0.4,,4.511,0,6,2024
App_movil,Debito,Ecuador,Transferencia,56,124,636.8,44.2,23,14,24,5.7,82.3,1.056,0,6,2024
App_movil,Debito,Ecuador,Transferencia,20,134,2166.07,5.86,14,10,4,11.2,11.5,0.05,0,8,2024
Cajero_ATM,Credito_clasica,Ecuador,Electronica,72,129,2099.88,163.04,7,14,20,5.5,83.6,1.418,0,7,2024
Banca_en_linea,Credito_clasica,Panama,Viaje,21,8,397.26,38.93,22,8,16,20.6,64.0,1.304,0,10,2024
App_movil,Credito_gold,Peru,Restaurante,58,51,3195.1,336.25,23,8,10,,,1.981,0,11,2024
Sucursal,Credito_gold,Ecuador,Gasolinera,54,85,2643.9,298.9,17,14,43,1.4,11.8,2.102,0,12,2024
Banca_en_linea,Debito,Colombia,Restaurante,68,25,723.77,16.97,2,7,26,16.7,9.1,0.367,0,10,2024
Sucursal,Credito_clasica,Ecuador,Farmacia,32,175,1784.53,21.87,16,6,29,11.2,33.6,0.22,0,8,2024
POS,Credito_gold,Mexico,Restaurante,25,83,3385.3,107.53,23,4,5,2.8,14.0,0.6,0,2,2024
Sucursal,Credito_clasica,Ecuador,Supermercado,55,93,2084.56,145.94,23,1,11,7.7,26.8,1.278,0,9,2024
Cajero_ATM,Debito,Ecuador,Viaje,67,117,1458.34,53.22,6,9,29,5.1,5.3,0.642,0,1,2024
App_movil,Credito_clasica,Ecuador,Viaje,36,138,1172.77,194.24,12,1,45,27.9,59.5,2.83,0,8,2024
Banca_en_linea,Debito,Colombia,Gasolinera,73,56,2556.55,140.55,15,4,15,9.3,14.5,1.02,0,12,2024
POS,Credito_platinum,Colombia,Supermercado,64,12,7196.66,63.92,4,3,6,1.7,75.7,0.173,0,11,2024
Banca_en_linea,Debito,Ecuador,Electronica,43,161,2984.91,8.85,3,7,48,7.0,21.8,0.056,0,12,2024
Cajero_ATM,Credito_clasica,Ecuador,Electronica,56,120,394.22,213.03,9,5,15,19.8,79.8,7.17,0,12,2024
App_movil,Credito_clasica,Ecuador,Ropa,27,71,1743.64,41.26,12,5,43,11.1,19.0,0.425,0,4,2024
Banca_en_linea,Credito_platinum,Ecuador,Restaurante,55,17,5736.99,274.79,9,4,20,18.5,72.1,0.926,0,4,2024
POS,Debito,Panama,Viaje,31,122,448.07,86.78,13,1,34,2.9,33.3,2.678,0,5,2024
POS,Debito,Ecuador,Transferencia,66,124,11446.56,134.08,21,5,2,21.9,58.3,0.23,0,8,2024
App_movil,Debito,Ecuador,Restaurante,58,10,7643.23,314.47,11,4,44,14.1,3.9,0.802,0,5,2024
Cajero_ATM,Debito,Peru,Otro,36,31,403.77,303.85,0,14,16,13.1,49.5,10.065,0,8,2024
App_movil,Debito,Ecuador,Gasolinera,47,60,6973.13,74.67,20,10,19,4.3,14.9,0.208,0,10,2024
Cajero_ATM,Credito_clasica,Colombia,Restaurante,22,70,1327.98,40.15,19,13,34,21.9,,0.526,0,1,2024
Cajero_ATM,Debito,Panama,Electronica,72,17,4856.14,228.85,19,8,49,,14.1,0.905,0,12,2024
Sucursal,Debito,Ecuador,Supermercado,48,50,1554.86,90.13,6,2,14,19.1,43.7,1.027,0,10,2024
Banca_en_linea,Credito_gold,Mexico,Supermercado,24,37,1653.37,36.99,8,8,24,4.5,11.1,,1,9,2024
Banca_en_linea,Credito_clasica,Colombia,Gasolinera,36,118,2714.47,357.18,7,1,28,1.6,22.0,2.451,0,6,2024
POS,Credito_clasica,Ecuador,Entretenimiento,48,157,3923.34,38.12,12,13,48,4.0,59.5,0.185,0,3,2024
Banca_en_linea,Debito,Ecuador,Transferencia,69,160,285.93,8.92,13,4,32,6.1,97.7,0.367,0,8,2024
Banca_en_linea,Credito_platinum,Ecuador,Ropa,56,80,2448.31,8.07,11,3,37,7.6,44.9,0.061,0,9,2024
POS,Debito,Peru,Supermercado,41,11,716.74,151.05,7,5,10,7.2,68.7,3.295,0,6,2024
Cajero_ATM,Credito_gold,USA,Ropa,51,134,1261.43,167.56,20,13,49,,,2.293,0,11,2024
Sucursal,Credito_gold,Panama,Ropa,74,123,1269.16,60.89,21,5,45,,49.8,0.829,0,7,2024
POS,Debito,Argentina,Entretenimiento,40,35,1782.77,62.85,17,5,48,1.9,6.5,0.634,0,1,2024
POS,Credito_platinum,USA,Entretenimiento,65,33,1216.68,67.21,15,12,9,3.8,14.4,0.949,0,5,2024
App_movil,Debito,Colombia,Transferencia,62,18,483.93,175.99,10,4,24,21.9,88.3,5.146,0,5,2024
Banca_en_linea,Debito,Ecuador,Gasolinera,57,165,593.47,13.98,15,8,36,,41.0,0.352,0,10,2024
Banca_en_linea,Credito_gold,Ecuador,Viaje,23,13,285.02,402.01,13,3,29,8.8,61.4,16.577,0,4,2024
Sucursal,Credito_gold,Ecuador,Restaurante,55,90,1788.37,42.75,2,12,29,6.5,52.8,0.43,0,6,2024
Sucursal,Credito_clasica,USA,Otro,58,110,7922.24,1208.93,20,4,48,8.0,37.9,2.977,0,7,2024
App_movil,Debito,Ecuador,Supermercado,53,1,507.33,33.22,1,1,23,,38.8,0.939,0,9,2024
Banca_en_linea,Credito_clasica,Ecuador,Supermercado,44,63,7509.2,226.46,2,7,27,7.9,55.5,0.588,0,1,2024
Cajero_ATM,Credito_gold,Ecuador,Supermercado,28,34,3504.65,42.93,3,1,31,58.7,14.1,0.232,0,6,2024
Cajero_ATM,Debito,Ecuador,Entretenimiento,22,103,2736.82,17.65,21,2,43,8.3,,0.12,0,7,2024
App_movil,Debito,Colombia,Electronica,74,10,2791.05,316.84,4,11,7,0.5,44.7,2.119,0,3,2024
Banca_en_linea,Debito,Ecuador,Electronica,34,128,4582.23,298.58,9,7,49,15.9,98.5,1.249,0,8,2024
POS,Debito,Colombia,Otro,69,7,482.7,82.52,19,1,45,5.0,35.1,2.417,0,5,2024
App_movil,Credito_gold,Ecuador,Transferencia,24,56,1956.75,186.8,1,11,4,,64.5,1.732,0,9,2024
Cajero_ATM,Credito_clasica,Peru,Restaurante,44,80,3185.81,127.15,11,3,14,19.8,13.7,0.751,0,5,2024
App_movil,Credito_platinum,Ecuador,Restaurante,64,165,2409.68,292.55,4,13,42,2.2,6.5,2.242,0,9,2024
Banca_en_linea,Credito_clasica,Ecuador,Transferencia,74,157,4671.1,61.76,4,6,42,25.4,87.2,0.254,0,10,2024
App_movil,Credito_gold,Colombia,Transferencia,32,12,387.54,116.25,22,6,10,5.8,73.1,3.957,0,4,2024
App_movil,Debito,Ecuador,Farmacia,63,145,3133.62,104.65,0,6,44,13.6,31.7,,1,9,2024
Sucursal,Credito_clasica,Ecuador,Ropa,30,48,2109.07,70.52,3,11,34,7.9,50.5,0.611,0,5,2024
Sucursal,Debito,Ecuador,Restaurante,28,26,1391.71,338.09,20,13,26,3.0,13.6,4.248,0,10,2024
Banca_en_linea,Debito,Ecuador,Entretenimiento,62,112,1239.83,32.21,23,2,23,11.1,70.7,0.447,0,9,2024
Cajero_ATM,Credito_clasica,Ecuador,Ropa,43,122,2624.44,29.29,11,2,9,31.7,7.0,0.207,0,3,2024
App_movil,Credito_platinum,Ecuador,Electronica,39,12,5740.91,134.03,11,6,37,,75.7,0.451,0,4,2024
Cajero_ATM,Credito_gold,Colombia,Supermercado,45,149,1913.82,165.72,15,10,8,9.3,54.7,1.568,0,9,2024
Banca_en_linea,Debito,USA,Transferencia,41,42,4553.47,37.47,23,5,14,46.7,27.9,0.158,0,10,2024
Cajero_ATM,Debito,Ecuador,Ropa,46,61,1486.07,79.32,16,14,7,,86.3,0.941,0,11,2024
App_movil,Debito,Chile,Restaurante,26,58,470.06,444.39,20,7,7,0.6,98.6,13.264,0,6,2024
Cajero_ATM,Credito_clasica,Ecuador,Ropa,59,34,358.7,47.48,9,7,9,0.3,25.4,,0,2,2024
App_movil,Credito_gold,Colombia,Ropa,21,7,331.75,170.56,16,5,3,12.4,80.6,6.415,1,7,2024
POS,Credito_platinum,Peru,Farmacia,66,109,1395.69,207.15,16,8,14,17.7,75.0,2.596,0,2,2024
Cajero_ATM,Debito,Peru,Viaje,63,35,1228.35,94.17,17,10,17,10.1,74.7,1.319,0,11,2024
Cajero_ATM,Credito_clasica,Ecuador,Farmacia,73,15,3364.06,420.95,1,6,44,23.5,95.7,2.362,0,2,2024
Banca_en_linea,Credito_clasica,Ecuador,Otro,35,25,3594.96,205.14,3,5,22,12.0,48.7,1.081,0,11,2024
Sucursal,Credito_gold,Ecuador,Supermercado,60,59,330.48,96.85,18,4,46,4.6,67.4,3.651,0,1,2024
Banca_en_linea,Credito_clasica,Ecuador,Supermercado,33,79,824.76,131.36,10,7,26,2.0,,2.564,0,11,2024
Banca_en_linea,Credito_gold,Ecuador,Supermercado,50,86,1001.42,181.95,16,4,28,25.9,48.0,3.029,0,11,2024
Cajero_ATM,Credito_gold,Ecuador,Viaje,46,134,2183.04,139.54,11,5,45,1.1,48.1,1.171,0,12,2024
Sucursal,Debito,Ecuador,Ropa,56,88,590.22,321.42,1,5,14,,31.9,8.135,0,11,2024
Banca_en_linea,Credito_gold,Ecuador,Transferencia,27,149,559.51,71.22,5,1,9,3.8,78.1,1.875,0,3,2024
Sucursal,Debito,USA,Viaje,26,71,7396.6,58.48,8,1,26,3.2,68.6,0.154,0,6,2024
POS,Credito_gold,Panama,Electronica,48,121,4276.69,41.09,4,3,2,10.4,45.1,0.184,1,8,2024
Banca_en_linea,Credito_clasica,Chile,Otro,45,93,698.12,10.78,19,14,11,2.6,41.9,0.24,0,9,2024
Sucursal,Credito_clasica,Ecuador,Restaurante,74,96,1504.58,11.59,20,11,17,24.8,,0.136,0,7,2024
Cajero_ATM,Credito_platinum,Peru,Transferencia,20,32,1298.67,311.1,8,3,34,,0.7,4.152,1,4,2024
Sucursal,Credito_gold,Panama,Electronica,71,53,4113.6,175.16,22,2,19,11.3,52.9,0.812,0,6,2024
App_movil,Credito_gold,Ecuador,Ropa,72,59,1984.46,167.06,7,12,39,13.0,41.7,1.53,0,5,2024
Sucursal,Credito_clasica,Ecuador,Viaje,31,69,541.98,148.04,19,2,18,11.5,79.6,3.99,0,8,2024
Cajero_ATM,Credito_gold,Chile,Ropa,42,132,3558.01,288.79,7,6,13,23.4,54.3,1.537,0,1,2024
Cajero_ATM,Credito_clasica,Ecuador,Supermercado,32,86,1464.13,103.17,21,13,5,2.6,93.7,1.24,0,1,2024
Banca_en_linea,Credito_gold,Ecuador,Electronica,19,18,962.66,311.51,20,1,23,0.9,19.6,5.359,1,11,2024
Banca_en_linea,Credito_clasica,Ecuador,Farmacia,41,81,1377.0,71.81,22,6,24,0.6,99.0,0.911,0,6,2024
Banca_en_linea,Credito_platinum,Ecuador,Transferencia,31,114,1921.68,396.99,5,5,29,21.0,29.8,3.742,0,10,2024
Banca_en_linea,Credito_platinum,Panama,Electronica,65,24,1250.62,184.93,2,6,48,36.2,64.2,2.55,0,12,2024
Cajero_ATM,Credito_gold,Colombia,Transferencia,24,66,892.37,49.59,4,5,47,3.6,50.2,0.908,0,2,2024
Banca_en_linea,Debito,Ecuador,Electronica,53,141,1470.83,129.55,8,7,8,,36.0,1.551,0,5,2024
Sucursal,Debito,Ecuador,Farmacia,67,62,248.4,119.22,6,1,26,0.1,13.9,5.318,0,1,2024
Banca_en_linea,Credito_gold,Colombia,Entretenimiento,41,54,3901.49,27.26,3,13,15,2.1,13.5,0.133,0,7,2024
Cajero_ATM,Debito,Colombia,Farmacia,44,143,668.67,139.2,6,3,1,11.7,71.2,3.205,0,1,2024
Banca_en_linea,Credito_gold,Ecuador,Otro,54,131,312.24,61.7,4,6,28,0.7,37.8,2.409,0,4,2024
Cajero_ATM,Credito_clasica,Panama,Ropa,55,37,2851.12,13.07,10,1,49,6.3,96.1,0.086,0,9,2024
POS,Credito_clasica,Ecuador,Farmacia,47,37,3917.34,450.38,14,13,47,10.9,32.6,2.188,0,1,2024
Cajero_ATM,Credito_platinum,Ecuador,Supermercado,44,131,4402.73,158.87,1,11,46,,,0.69,0,4,2024
App_movil,Credito_clasica,Peru,Gasolinera,56,35,1900.62,319.24,12,11,14,6.0,20.5,3.039,0,6,2024
POS,Credito_clasica,Ecuador,Restaurante,32,124,774.69,174.08,21,7,42,10.0,10.3,3.572,0,6,2024
Sucursal,Credito_clasica,Panama,Viaje,43,156,3541.17,71.24,15,4,34,7.8,,0.381,0,12,2024
App_movil,Credito_clasica,USA,Restaurante,18,18,3207.54,112.83,6,3,31,0.5,88.6,0.662,1,8,2024
Sucursal,Credito_gold,USA,Restaurante,73,122,906.81,173.93,7,10,6,13.6,52.2,3.143,0,1,2024
POS,Debito,Ecuador,Restaurante,21,164,6043.14,488.78,5,9,49,1.9,13.6,1.566,0,7,2024
App_movil,Credito_platinum,Ecuador,Supermercado,46,161,475.57,48.89,23,1,5,,20.2,1.447,0,1,2024
App_movil,Credito_gold,Ecuador,Restaurante,74,154,10340.92,316.89,6,8,31,6.0,31.1,0.601,0,7,2024
App_movil,Debito,Ecuador,Transferencia,18,48,5119.71,391.71,17,1,37,20.1,59.0,1.473,0,3,2024
App_movil,Credito_gold,USA,Entretenimiento,60,168,3111.07,171.49,21,13,15,1.6,33.2,1.036,0,11,2024
App_movil,Credito_clasica,Panama,Viaje,67,17,7181.97,406.63,21,14,15,0.1,74.7,1.102,1,8,2024
Banca_en_linea,Debito,Peru,Entretenimiento,63,168,3403.14,81.09,19,5,43,1.2,,0.45,0,3,2024
Banca_en_linea,Credito_platinum,Mexico,Restaurante,39,135,728.21,463.69,6,10,5,4.5,87.4,9.991,1,1,2024
Cajero_ATM,Debito,USA,Transferencia,28,57,1659.19,186.99,2,8,28,8.7,50.1,2.012,0,8,2024
Cajero_ATM,Debito,Ecuador,Supermercado,27,8,385.47,11.44,4,6,33,2.1,,0.391,0,3,2024
Banca_en_linea,Credito_clasica,Ecuador,Gasolinera,34,128,1434.34,361.07,0,7,11,16.2,99.6,,0,2,2024
Cajero_ATM,Credito_clasica,Peru,Farmacia,53,117,3583.15,104.38,14,11,43,14.0,35.6,0.552,0,1,2024
App_movil,Credito_clasica,Ecuador,Supermercado,73,56,1421.21,97.52,2,8,6,11.9,42.9,1.203,0,3,2024
Banca_en_linea,Credito_gold,Ecuador,Viaje,64,126,1202.29,130.37,7,13,23,6.7,,1.859,0,2,2024
Sucursal,Credito_clasica,Ecuador,Gasolinera,43,159,2461.87,29.27,8,6,40,4.5,8.9,0.22,0,2,2024
Cajero_ATM,Credito_clasica,Panama,Entretenimiento,65,59,5343.31,100.0,14,11,2,4.7,38.6,0.361,0,6,2024
Banca_en_linea,Debito,Ecuador,Electronica,38,58,321.88,271.79,9,6,15,7.0,8.6,10.416,0,12,2024
App_movil,Credito_clasica,USA,Restaurante,30,140,1417.25,7.34,1,11,23,0.8,,0.091,0,1,2024
App_movil,Debito,Panama,Viaje,26,176,630.65,52.81,19,6,22,11.5,0.5,,0,2,2024
Cajero_ATM,Debito,Ecuador,Restaurante,28,159,3171.51,5.37,4,5,9,,1.0,0.032,0,6,2024
Sucursal,Credito_clasica,Ecuador,Electronica,28,108,479.35,85.6,18,8,47,2.5,38.0,2.52,0,3,2024
Sucursal,Debito,Ecuador,Supermercado,23,74,2932.63,200.47,12,13,40,3.3,80.9,1.28,0,4,2024
Banca_en_linea,Debito,Peru,Ropa,18,167,1042.81,245.5,10,2,30,2.0,58.7,3.951,0,1,2024
Banca_en_linea,Debito,Peru,Ropa,71,148,754.48,440.58,0,7,16,23.2,63.5,9.232,0,8,2024
POS,Credito_platinum,Mexico,Gasolinera,23,101,7085.99,145.67,21,4,46,1.9,51.9,0.4,0,7,2024
App_movil,Credito_platinum,Colombia,Otro,30,48,246.75,49.08,14,1,47,21.4,82.0,2.197,1,7,2024
App_movil,Credito_clasica,Ecuador,Transferencia,39,71,1639.64,391.85,17,13,30,8.5,88.0,4.26,1,3,2024
Sucursal,Credito_platinum,Ecuador,Viaje,73,116,254.66,228.96,15,5,45,20.2,85.0,10.072,0,10,2024
Banca_en_linea,Credito_gold,Peru,Viaje,48,122,1852.15,133.15,8,3,9,6.4,81.2,1.298,0,10,2024
Banca_en_linea,Credito_clasica,Ecuador,Restaurante,39,78,1938.11,183.43,0,4,1,26.3,,1.716,0,3,2024
Banca_en_linea,Debito,Ecuador,Ropa,54,29,1170.28,392.18,10,7,38,2.4,59.4,5.724,0,2,2024
Sucursal,Credito_gold,Ecuador,Restaurante,64,93,554.37,191.92,8,5,8,8.1,58.2,5.088,0,12,2024
App_movil,Credito_gold,Ecuador,Supermercado,44,73,1380.57,73.92,22,14,18,1.3,52.8,0.935,0,1,2024
App_movil,Credito_clasica,Ecuador,Otro,67,100,2988.86,192.26,10,4,27,5.9,48.1,1.206,0,7,2024
Banca_en_linea,Credito_gold,Ecuador,Ropa,69,176,4012.69,11.17,12,1,18,8.4,8.9,0.053,0,7,2024
Banca_en_linea,Credito_clasica,Ecuador,Electronica,31,74,2091.55,78.27,1,6,32,9.3,10.2,0.683,0,12,2024
Banca_en_linea,Credito_gold,Ecuador,Restaurante,64,95,2427.99,83.21,13,11,49,4.5,90.2,0.633,0,2,2024
App_movil,Credito_platinum,Peru,Ropa,22,17,759.79,32.38,5,10,32,0.8,63.0,0.675,0,7,2024
App_movil,Credito_clasica,Panama,Supermercado,53,137,1046.84,8.5,7,6,48,,,0.136,0,8,2024
Cajero_ATM,Credito_gold,Ecuador,Supermercado,49,97,641.53,26.47,17,7,45,6.7,27.9,0.629,0,1,2024
Sucursal,Credito_clasica,USA,Supermercado,51,162,916.86,164.47,15,1,36,1.5,61.0,2.945,0,9,2024
Cajero_ATM,Credito_gold,Ecuador,Electronica,24,173,836.87,248.14,20,14,36,,40.7,4.786,0,7,2024
POS,Credito_gold,Ecuador,Ropa,59,9,2032.05,670.99,11,4,21,31.2,44.1,6.012,0,3,2024
Cajero_ATM,Debito,Panama,Supermercado,65,135,2267.78,68.78,10,12,46,19.4,6.1,0.557,0,8,2024
App_movil,Credito_clasica,USA,Viaje,27,144,7448.67,142.21,5,9,32,18.6,13.9,,0,7,2024
Cajero_ATM,Debito,USA,Restaurante,67,19,744.06,420.04,2,12,31,1.0,39.3,8.899,0,11,2024
POS,Credito_gold,Ecuador,Viaje,34,134,2765.79,32.42,13,14,37,50.2,,0.219,0,8,2024
Banca_en_linea,Credito_clasica,Ecuador,Otro,47,114,4449.22,194.69,1,10,16,5.1,4.8,0.838,0,6,2024
Cajero_ATM,Credito_gold,Mexico,Viaje,38,139,2253.82,215.96,10,6,46,,33.5,,0,9,2024
Banca_en_linea,Debito,Ecuador,Transferencia,30,125,935.94,18.98,21,2,46,16.7,69.5,,0,5,2024
Cajero_ATM,Credito_clasica,Ecuador,Otro,18,61,961.39,301.26,2,4,14,,79.2,5.188,0,3,2024
Cajero_ATM,Debito,Peru,Electronica,18,42,300.11,256.58,17,6,24,7.5,19.0,10.261,0,3,2024
POS,Credito_gold,Panama,Viaje,64,13,1111.21,10.1,0,4,25,,73.1,0.154,1,1,2024
Banca_en_linea,Credito_platinum,Panama,Transferencia,50,140,3612.35,19.33,23,10,46,6.4,95.5,0.101,1,12,2024
Sucursal,Credito_platinum,Ecuador,Gasolinera,55,85,321.71,12.56,0,7,35,8.2,90.7,0.481,0,8,2024
App_movil,Credito_gold,Panama,Restaurante,42,20,818.9,66.14,11,12,17,5.9,78.9,1.298,0,2,2024
App_movil,Credito_gold,Ecuador,Otro,43,50,3262.42,111.78,14,13,46,0.7,71.2,0.646,0,3,2024
Cajero_ATM,Debito,Ecuador,Viaje,30,164,4015.63,119.0,4,3,42,6.6,23.5,0.565,0,8,2024
Banca_en_linea,Debito,Colombia,Restaurante,45,92,1718.88,51.73,5,6,45,6.3,,0.539,0,8,2024
Sucursal,Credito_clasica,Ecuador,Electronica,50,88,3193.94,368.88,15,13,4,3.0,64.3,2.174,0,11,2024
POS,Credito_gold,Ecuador,Entretenimiento,54,69,1427.36,73.89,11,12,11,25.5,40.7,0.908,0,4,2024
Banca_en_linea,Credito_platinum,Peru,Farmacia,58,37,635.63,11.99,11,4,47,5.4,49.3,0.287,0,4,2024
Banca_en_linea,Debito,Ecuador,Ropa,47,140,1469.37,58.55,2,3,15,20.0,69.4,0.701,0,5,2024
Banca_en_linea,Credito_platinum,Ecuador,Viaje,74,99,2368.56,118.61,22,12,30,1.2,95.2,0.924,0,6,2024
POS,Credito_gold,Ecuador,Ropa,66,125,7593.84,83.69,1,3,24,3.8,29.5,0.215,0,5,2024
